Yr,Mo,Date,RequestorTeams,Product,ActivityHead,GLHead,TotalAmount,FiscalYear
2020,12,2020-12-18,Unknown,XILICA EL,DM Marketing Expenses,DM Marketing Expenses,177920.0,FY20-21
2020,12,2020-12-18,Unknown,Xplended,Equipment Medical & Other (With Doctor),Equipments - S&D,49500.0,FY20-21
2020,12,2020-12-18,CHAMPIONS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY20-21
2020,12,2020-12-18,WINNERS,Evopride,Presentations (With Doctor),Seminars / Symposium / Video Shows - S&D,15000.0,FY20-21
2020,12,2020-12-21,Unknown,Galvecta Plus 500,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,24000.0,FY20-21
2020,12,2020-12-21,Unknown,Ramipace,Equipments (With Doctor),Equipments - S&D,32500.0,FY20-21
2020,12,2020-12-21,Unknown,Telsarta-A,Doctors Printing,Prescription Pads - S&D,19500.0,FY20-21
2020,12,2020-12-21,CHAMPIONS,Erli Plus XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,155000.0,FY20-21
2020,12,2020-12-22,Unknown,ERLI,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,34500.0,FY20-21
2020,12,2020-12-22,INSTITUTIONAL,BD (CLAIMABLE),Others,Others - S&D,9869.0,FY20-21
2020,12,2020-12-22,MAVERICKS,MFIT,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,11800.0,FY20-21
2020,12,2020-12-22,MAVERICKS,Ramipace,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,11600.0,FY20-21
2020,12,2020-12-23,Unknown,Adfolic OD,Renovation Ward (With Doctor),Renovation Wards - S&D,96456.0,FY20-21
2020,12,2020-12-23,Unknown,Avsar Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,36000.0,FY20-21
2020,12,2020-12-23,Unknown,Duzalta,Renovation Ward (With Doctor),Renovation Wards - S&D,53791.0,FY20-21
2020,12,2020-12-23,Unknown,Lowplat,Salary For Contractual,Social / Cultural / Educational Program  - S&D,50000.0,FY20-21
2020,12,2020-12-23,Unknown,Nise,Renovation Ward (With Doctor),Renovation Wards - S&D,31000.0,FY20-21
2020,12,2020-12-23,Unknown,Thewril,Renovation Ward (With Doctor),Renovation Wards - S&D,19000.0,FY20-21
2020,12,2020-12-23,Unknown,Xplended,Equipments (With Doctor),Equipments - S&D,79760.0,FY20-21
2020,12,2020-12-23,ELITE,Opt-D,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,25000.0,FY20-21
2020,12,2020-12-23,METABOLIZERS,ZILERO,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,49450.0,FY20-21
2020,12,2020-12-23,TRANSFORMERS,Erli Plus XR TF,Launching,Launching - S&D,50000.0,FY20-21
2020,12,2020-12-24,Unknown,Erli Plus XR TF,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,50000.0,FY20-21
2020,12,2020-12-28,Unknown,ERLI,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,15000.0,FY20-21
2020,12,2020-12-28,Unknown,Lowplat,DM Marketing Expenses,DM Marketing Expenses,4121.0,FY20-21
2020,12,2020-12-28,BRAVO,Avsar Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY20-21
2020,12,2020-12-28,CHALLENGERS,Avsar Plus,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,18000.0,FY20-21
2020,12,2020-12-28,DIGITAL MARKETING,Evopride,Advertisment (W/O Doctor),Advertisement In Magazine & Others - S&D,7000.0,FY20-21
2020,12,2020-12-28,METABOLIZERS,ZILERO,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,30000.0,FY20-21
2020,12,2020-12-29,Unknown,IVADIN,Screening (With Doctor),Screening - S&D,22500.0,FY20-21
2020,12,2020-12-29,Unknown,Lowplat,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,61744.0,FY20-21
2020,12,2020-12-29,Unknown,Xplended 20,DM Marketing Expenses,DM Marketing Expenses,61743.0,FY20-21
2020,12,2020-12-30,Unknown,Avsar,Salary For Contractual,Social / Cultural / Educational Program  - S&D,50000.0,FY20-21
2020,12,2020-12-30,Unknown,Klevra,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,50000.0,FY20-21
2020,12,2020-12-31,Unknown,Gouric,DM Marketing Expenses,DM Marketing Expenses,3130.0,FY20-21
2020,12,2020-12-31,Unknown,Ramipace,DM Marketing Expenses,DM Marketing Expenses,2265.0,FY20-21
2020,12,2020-12-31,CHAMPIONS,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,10000.0,FY20-21
2020,12,2020-12-01,Unknown,Lowplat,Salary For Contractual,Social / Cultural / Educational Program  - S&D,200000.0,FY20-21
2020,12,2020-12-02,Unknown,ACTNISE,Renovation Ward (With Doctor),Renovation Wards - S&D,35000.0,FY20-21
2020,12,2020-12-02,Unknown,Opt-D,Renovation Ward (With Doctor),Renovation Wards - S&D,35000.0,FY20-21
2020,12,2020-12-02,Unknown,Xplended 20,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,118000.0,FY20-21
2020,12,2020-12-02,CHALLENGERS,Lowplat,Salary For Contractual,Social / Cultural / Educational Program  - S&D,64833.0,FY20-21
2020,12,2020-12-02,CHAMPIONS,Inosita Plus,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY20-21
2020,12,2020-12-02,METABOLIZERS,Avsar,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,20000.0,FY20-21
2020,12,2020-12-02,METABOLIZERS,Avsar,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY20-21
2020,12,2020-12-02,WINNERS,Arbi,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY20-21
2020,12,2020-12-03,Unknown,ERLI,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,90000.0,FY20-21
2020,12,2020-12-03,Unknown,Lowplat,DM Marketing Expenses,DM Marketing Expenses,4052.0,FY20-21
2020,12,2020-12-03,Unknown,Telsarta-A,Screening (With Doctor),Screening - S&D,95000.0,FY20-21
2020,12,2020-12-03,Unknown,Xplended 20,DM Marketing Expenses,DM Marketing Expenses,4051.0,FY20-21
2020,12,2020-12-03,ELITE,Opt-D,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,16250.0,FY20-21
2020,12,2020-12-04,Unknown,Adfolic OD,Equipment Medical & Other (With Doctor),Equipments - S&D,17325.0,FY20-21
2020,12,2020-12-04,Unknown,Evopride,Equipments (With Doctor),Equipments - S&D,28200.0,FY20-21
2020,12,2020-12-04,Unknown,Orslim,Equipment Medical & Other (With Doctor),Equipments - S&D,14175.0,FY20-21
